plot,mtry,rmse_trn,rmse_trns_se,rsq_trn,ME,ME.se,MAE,MAE.se,RMSE,RMSE.se,Rsq,cor
hel1,7,0.0293151658398896,0.00199013982804277,0.977654335466013,-0.00199787907565693,0.00109351956819342,0.0138421462488132,0.00100868489864536,0.0355240395959694,0.000263253133638475,0.970349595251669,0.985063244290268
hel1,7,0.0318913042249484,0.00388658388226939,0.973640309395532,0.000231224619002185,0.00100410320354193,0.0132799488988381,0.000916861107778588,0.0325684558559735,0.000199266686477175,0.974682926209198,0.98726031329594
hel1,4,0.0315996483872863,0.00417107923678157,0.974345862337526,-0.00090678125978701,0.00107795506032623,0.0141195806087973,0.000986539703746613,0.034974743661167,0.000289419628176493,0.971585924927478,0.985690582752761
hel1,7,0.0305143534756897,0.00580514135432587,0.975317380968084,0.000150240582462787,0.000991318896777575,0.0136777302943971,0.000897163096155286,0.0321533328195781,0.000151183350988241,0.975045218535582,0.987443779936652
hel1,7,0.0317555016130983,0.00496195167549174,0.974516238055621,-0.000403117170894847,0.000924760840895802,0.0133155722877946,0.00082873199377965,0.0299969100438063,9.37645735874177e-05,0.976536983650885,0.988198858353361
hel1,4,0.0324350854978191,0.00571810676137824,0.973681188239804,0.0015362399632129,0.0010507247965409,0.0143045233391175,0.000954861693661148,0.0341143929506287,0.000234508955123434,0.969060091887719,0.984408498484099
hel1,4,0.032537312367743,0.00576702999534846,0.973443416280286,0.000619618188068187,0.000886146877379529,0.0129682115527165,0.000791049641469803,0.0287484528623634,9.48697170115127e-05,0.97885474595626,0.98937088392385
hel1,7,0.0306316028543861,0.00530998553834194,0.975859217450483,-0.000256885090218354,0.00112572319235915,0.0146445394112062,0.00103123891947077,0.0365132282394646,0.000296083762939642,0.966381037218763,0.983046813340424
hel1,7,0.0331066832796644,0.00749831102123595,0.971548888697491,0.00117136435580884,0.000890109808062092,0.0125721684077242,0.000802092979147178,0.0288940639115308,9.47804821389339e-05,0.978942249177207,0.98941510458311
hel1,4,0.0317112545906876,0.00639111047323862,0.974234410007819,0.00126032921810692,0.00102431157588186,0.0144571424049203,0.000923063591449676,0.0332469814096985,0.000127816942120841,0.97154011997024,0.985667347521587
